source_drive_id,source_title,source_path,mime_type,target_file_id,target_relative_folder,status,message
1pHxJjyNHhvcT4z2XtkFIr5ebnRIpXFxt,Melodie_ der singende Spatz VO 6 GER.mp3,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME/Melodie_ der singende Spatz VO 6 GER.mp3,audio/mpeg,1M9nikBnFipNQ_Kc07VngLmsqYlVl7bOx,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME,COPIED,
1tz4P1EsfciQ9B1fSWYYYitT-s2aUAZuh,Melodie_ der singende Spatz VO 7 GER.mp3,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME/Melodie_ der singende Spatz VO 7 GER.mp3,audio/mpeg,1CPZIisWrwHRMMJFZqko9x79hwl3K-Uy5,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME,COPIED,
1ppun_x0pshGogdhHNm2bTCfDvwTkuov5,Melodie_ der singende Spatz VO 8 GER.mp3,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME/Melodie_ der singende Spatz VO 8 GER.mp3,audio/mpeg,1q-YOwRSPBtovPaNDmlH2IYeQHVCQvSut,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME,COPIED,
1Yt6J40nqu_8h7dUTNWBY3Q4Hj6zv4aq3,Melodie_ der singende Spatz VO 9 GER.mp3,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME/Melodie_ der singende Spatz VO 9 GER.mp3,audio/mpeg,1MOUPOtnie6fWai-Pg_eWag9DCR1Pk8Sk,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota haberci güvercin - ALMANCA SESLENDİRME,COPIED,
1dbo4sQkLVRbqHjY706m_MrlodwTB_TWG,Nota- haberci güvercin - GERMAN.docx,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/Nota- haberci güvercin - GERMAN.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1nc9XbgVdvD4OvjAmabZqspbfJWWcLWxi,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN),COPIED,
1QvAEqVKwVwWfLnzLHA8junX3PugFWtq1,1.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/1.jpg,image/jpeg,1YMrZsLRbPJmXQ8DDB2CPocABxtCwl_dd,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1OQcG5oPHCoel6zEIDuxb0cdArqpAyeUQ,10.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/10.jpg,image/jpeg,1GHzStU0rkP8MUrgxgCqNmbfjVNULK8sx,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1Kg-HZmapWVIgJCre5DY_KoLCRBtGaqPU,11.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/11.jpg,image/jpeg,1lnuuLbxn1w4ITM28XzJJMlqoXmdDtvoc,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1psE30QrXuqs0lo5v7U9cn3OSKJytQfxm,12.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/12.jpg,image/jpeg,1Pe8-ugffKUULuS7ksJwniqjXFh6QLg72,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1rEMN3dkxUfpfmbmGXcI30JfbN1CNRF6q,13.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/13.jpg,image/jpeg,1YdmkohtF0-IKuV57M563WP-VKmiOu-0M,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1I4NlVVKqKZNwtUUhnU-ndnDG9zqiqPyh,14.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/14.jpg,image/jpeg,11Pbc8PUNieOEtguUCoxH_Ec2UsylG_Ge,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1Rt4sM1D668nYGK9gfQ6fJL71BQ4vJn5q,2.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/2.jpg,image/jpeg,1uBwbghUB4TIs2vD-jJ_ZZpiNPQ7Y1OOR,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1T_-1ecugvMJUE9qfnqv4gN8HhQ4aMRcn,3.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/3.jpg,image/jpeg,1dttJuddCmdFwc_fTglEGQYv6jiczKxP7,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1CBmRMjPM3d2g7Ng0raBRECP3R4sXcpPw,4.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/4.jpg,image/jpeg,1YvufpTWSruV7LapASf7BcuE5Uqzk9kV7,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1n8lT7V6aPLNiu3V4WhnvjOkFafGWTT1Y,5.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/5.jpg,image/jpeg,12y0m5io9fArHeP5bvrq73anfz6RfpD5p,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1sZ8kcHJytLldUy3SvWhH4odHtohPaNYj,6.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/6.jpg,image/jpeg,1DexwoltPy2xF_9hZFTSg8n9CRe_lQesG,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
14PDsYBpipzVfOrV-0R5FkpCOXnG4eYnW,7.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/7.jpg,image/jpeg,1yQkfDtZjDHaf-wwM2DcM-hvTqD89x0df,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1Cibw4-UBVoLN2HPYxhGhHu3zbcF9ly-U,8.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/8.jpg,image/jpeg,1fC0akIDHm7PZnxerU5Bzn9jxaDkyD1Id,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1NyxcSx2gILRbL2ksWJ0otsvtMMRFP7Nl,9.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/9.jpg,image/jpeg,1BKKs8c9nx8wVR9N64VP1Uh-ezkCG0cPv,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1rr2f_nLt7oWe5kbIaylqUk8zpT5NP5Yx,kapak.jpg,TELLPAL-ORTAK/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER/kapak.jpg,image/jpeg,17pqH6oG9PqdjKK4zigWKnZj9MafU1Avf,Haberci Nota/**TELLPAL- ALMANCA İÇERİKLER/SESLENDİRME ve GÖRSEL EKLE -Nota Haberci Güvercin (GERMAN)/haberci nota-ALMANCA GÖRSELLER,COPIED,
1TqBdn7bXTuMt0QI997_xfFbkBNqnsvGy,Haberci Nota.zip,TELLPAL-ORTAK/GONCA- Çizimler/Haberci Nota.zip,application/zip,13aCF4wEI0YFS6hV98IFkzj9WY_9YUAV1,Haberci Nota/GONCA- Çizimler,COPIED,
1-saLEgXkvfHO_0Kk4Pu6Y8L8OBZP_oeG,IMG_0423.JPG,TELLPAL-ORTAK/GONCA- Çizimler/Haberci nota revize/IMG_0423.JPG,image/jpeg,1TrXNXUqe8g1DkrwSBCXk4_3SJU-gCPbL,Haberci Nota/GONCA- Çizimler/Haberci nota revize,COPIED,
1bB8sy2vvVGw5lPX6GgMaANx9-05Grm9F,IMG_0424.JPG,TELLPAL-ORTAK/GONCA- Çizimler/Haberci nota revize/IMG_0424.JPG,image/jpeg,19TkQ6Hbwk0oq5xDXcjPYxFCnheeysVUH,Haberci Nota/GONCA- Çizimler/Haberci nota revize,COPIED,
1Ktflf2eYTrTy-sWlVyjsZeslaxF5RTy6,IMG_0425.JPG,TELLPAL-ORTAK/GONCA- Çizimler/Haberci nota revize/IMG_0425.JPG,image/jpeg,1F49PChKZo8LkEPnAAut95bK9JJ2o1X4Y,Haberci Nota/GONCA- Çizimler/Haberci nota revize,COPIED,
1K-koHoi8FXTXZzGQaayYpcv_Z5C69K2x,1.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/1.jpg,image/jpeg,1UOMC82sqIDJFzF1Q2NSXIawCIXy1trEk,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1h0mOIl8TLOFuZ4ArkDUSZ_MKWwLOZv7g,10.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/10.jpg,image/jpeg,1rO8DfGEtp16mWyI6_TubrQ7fmAGeJAtG,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1LpsJEw9NlrejEYacYbNv67Y5skzymOSO,11.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/11.jpg,image/jpeg,14laXgE8BHXmzD8NO7HSviJn9b4OSfioE,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1arAXrd3_jgV9QwGV21M5k9SUcByQPZSE,12.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/12.jpg,image/jpeg,1UHbBUCJDbOpRRFuaQufCJANB0PJ8mYCe,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1nEv_-aVreC2rLm43ppGEHfSKmhNdsmSu,13.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/13.jpg,image/jpeg,1D-Y6kLm45t0l6sNplK0Muo7sdqL82K-y,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1kOG-Sc39nJXj67pxeveNrLVWA-6BDye_,14.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/14.jpg,image/jpeg,18h8jq5DSKYccwTeu2oQd0QKudqiCGzry,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1GxronZ1bQz33CeaNG19ZqHUvqh4LIoz2,2.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/2.jpg,image/jpeg,1-vCa8iUydvzr6wf7Q5kxV8Sv7td8ofp5,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
14-OP9njgMzV7tOtNaB8keGgzAsf7wwUp,3.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/3.jpg,image/jpeg,1LrOntVEwCxnvcRudOZ9S3F9f67p0jj5e,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1C3Nyck-MwxRA5DYmTr13c9SXqevSRn9O,4.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/4.jpg,image/jpeg,1KSh1D3wzsgR2r4PFnec308lz8fkKKbQ4,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
17CnWh7d7TTM5D6lsEAD9Oa_eqoqgwYFQ,5.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/5.jpg,image/jpeg,1jx4YChuLRDKBdgRJb1MTcaR7RlWOmr3L,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1qaRwbq3xCipjoJXigkFl0VvSIvFeAXDp,6.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/6.jpg,image/jpeg,1EaY27uwKnmwRaDSIcU6qsibhCN4httkP,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1EJNub52h2V6K3nE7HtKpqQmndgUMS8ca,7.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/7.jpg,image/jpeg,1rVQAkGaWuigwKsIVw3r_19W-hJRyQHN5,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1X9Pn_7Vhwr7k4EgaSEE9LHSCDtFRo_nO,8.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/8.jpg,image/jpeg,1mWaHdB6evhERWGqz09SwOEiszbyIR0dl,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
15hfVuN53fenpgKO-pPbV7-a9ShpGk4Ab,9.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/9.jpg,image/jpeg,1ryKTlfRm1EscyDGysR1xAniHFd8Np6bz,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
13ssbz55KxcV-hKOm_zK2fMqBG8-sFLfn,Kapak.jpg,TELLPAL-ORTAK/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota/Kapak.jpg,image/jpeg,1gnoKw4u74oJ4WAwlQuiLiDKv3cWRUDI5,Haberci Nota/Portekizce - ÇİZİMLER Metinli/Melody - A Pardal Mensageir-Haberci Nota,COPIED,
1fVvzsQCicsdY25l5cFBUmWAGZGTCvKNK,PT- (Haberci Nota) Melody - A Pardal Mensageira.xmind,TELLPAL-ORTAK/Portekizce Çeviriler/Portekizce - Xmind Dosyaları/PT- (Haberci Nota) Melody - A Pardal Mensageira.xmind,application/x-zip,1OLjRP6r0v2LfC4dliO66uYp4fkVFvDAi,Haberci Nota/Portekizce Çeviriler/Portekizce - Xmind Dosyaları,COPIED,
12Hy7L_OD14i2pkVxFbFP9-feCzLirBIv,Haberci Nota.wav,TELLPAL-ORTAK/TELLPAL- PELİN AYGÜN- SESLENDİRME/Haberci Nota/Haberci Nota.wav,audio/x-wav,1ztuJKQFDXhfOhTuo650aPtbd-urcabxM,Haberci Nota/TELLPAL- PELİN AYGÜN- SESLENDİRME/Haberci Nota,COPIED,
